YEAR,STABBR,COUNTYCD,county_name,net_mig
2015,NY,36013,Chautauqua County,940
2016,NY,36013,Chautauqua County,1488
2017,NY,36013,Chautauqua County,934
2018,NY,36013,Chautauqua County,923
2019,NY,36013,Chautauqua County,1525
2009,IA,19153,Polk County,5096
2010,IA,19153,Polk County,5057
2011,IA,19153,Polk County,2231
2012,IA,19153,Polk County,1510
2013,IA,19153,Polk County,1910
2014,IA,19153,Polk County,2835
2015,IA,19153,Polk County,4029
2016,IA,19153,Polk County,5863
2017,IA,19153,Polk County,5267
2018,IA,19153,Polk County,5044
2019,IA,19153,Polk County,4104
2009,PA,42115,Susquehanna County,-642
2010,PA,42115,Susquehanna County,-590
2011,PA,42115,Susquehanna County,-685
2012,PA,42115,Susquehanna County,-812
2013,PA,42115,Susquehanna County,-584
2014,PA,42115,Susquehanna County,-134
2015,PA,42115,Susquehanna County,-259
2016,PA,42115,Susquehanna County,-233
2017,PA,42115,Susquehanna County,-72
2018,PA,42115,Susquehanna County,-136
2019,PA,42115,Susquehanna County,-417
2009,PA,42117,Tioga County,457
2010,PA,42117,Tioga County,549
2011,PA,42117,Tioga County,428
2012,PA,42117,Tioga County,554
2013,PA,42117,Tioga County,167
2014,PA,42117,Tioga County,51
2015,PA,42117,Tioga County,-139
2016,PA,42117,Tioga County,-489
2017,PA,42117,Tioga County,-581
2018,PA,42117,Tioga County,-708
2019,PA,42117,Tioga County,-934
2009,NY,36015,Chemung County,495
2010,NY,36015,Chemung County,445
2011,NY,36015,Chemung County,182
2012,NY,36015,Chemung County,43
2013,NY,36015,Chemung County,-338
2014,NY,36015,Chemung County,-648
2015,NY,36015,Chemung County,-384
2016,NY,36015,Chemung County,-952
2017,NY,36015,Chemung County,-1158
2018,NY,36015,Chemung County,-1729
2019,NY,36015,Chemung County,-1890
2009,SD,46087,McCook County,72
2010,SD,46087,McCook County,146
2011,SD,46087,McCook County,152
2012,SD,46087,McCook County,25
2013,SD,46087,McCook County,9
2014,SD,46087,McCook County,111
2015,SD,46087,McCook County,64
2016,SD,46087,McCook County,223
2017,SD,46087,McCook County,350
2018,SD,46087,McCook County,143
2019,SD,46087,McCook County,-20
2009,TX,48249,Jim Wells County,660
2010,TX,48249,Jim Wells County,813
2011,TX,48249,Jim Wells County,756
2012,TX,48249,Jim Wells County,620
2013,TX,48249,Jim Wells County,21
2014,TX,48249,Jim Wells County,-137
2015,TX,48249,Jim Wells County,-43
2016,TX,48249,Jim Wells County,-580
2017,TX,48249,Jim Wells County,-1176
2018,TX,48249,Jim Wells County,-1324
2019,TX,48249,Jim Wells County,-1537
2009,MO,29089,Howard County,31
2010,MO,29089,Howard County,93
2011,MO,29089,Howard County,-64
2012,MO,29089,Howard County,93
2013,MO,29089,Howard County,-352
2014,MO,29089,Howard County,-208
2015,MO,29089,Howard County,-426
2016,MO,29089,Howard County,-471
2017,MO,29089,Howard County,-443
2018,MO,29089,Howard County,-309
2019,MO,29089,Howard County,-286
2009,CO,08037,Eagle County,613
2010,CO,08037,Eagle County,-377
2011,CO,08037,Eagle County,-536
2012,CO,08037,Eagle County,-416
2013,CO,08037,Eagle County,-579
2014,CO,08037,Eagle County,-1413
2015,CO,08037,Eagle County,-817
2016,CO,08037,Eagle County,-615
2017,CO,08037,Eagle County,-955
2018,CO,08037,Eagle County,-648
2019,CO,08037,Eagle County,229
2009,NY,36077,Otsego County,1417
2010,NY,36077,Otsego County,1644
2011,NY,36077,Otsego County,873
2012,NY,36077,Otsego County,1573
2013,NY,36077,Otsego County,1429
2014,NY,36077,Otsego County,1077
2015,NY,36077,Otsego County,1242
2016,NY,36077,Otsego County,1259
2017,NY,36077,Otsego County,866
2018,NY,36077,Otsego County,705
2019,NY,36077,Otsego County,1487
2009,OH,39047,Fayette County,10
2010,OH,39047,Fayette County,498
2011,OH,39047,Fayette County,181
2012,OH,39047,Fayette County,-128
2013,OH,39047,Fayette County,-226
2014,OH,39047,Fayette County,-774
2015,OH,39047,Fayette County,-673
2016,OH,39047,Fayette County,-719
2017,OH,39047,Fayette County,-798
2018,OH,39047,Fayette County,-939
2019,OH,39047,Fayette County,-1236
2009,GA,13219,Oconee County,1138
2010,GA,13219,Oconee County,639
2011,GA,13219,Oconee County,-483
2012,GA,13219,Oconee County,-185
2013,GA,13219,Oconee County,-640
2014,GA,13219,Oconee County,-425
2015,GA,13219,Oconee County,-106
2016,GA,13219,Oconee County,398
2017,GA,13219,Oconee County,726
2018,GA,13219,Oconee County,1058
2019,GA,13219,Oconee County,1175
2009,IA,19019,Buchanan County,196
2010,IA,19019,Buchanan County,32
2011,IA,19019,Buchanan County,6
2012,IA,19019,Buchanan County,-251
2013,IA,19019,Buchanan County,-111
2014,IA,19019,Buchanan County,-217
2015,IA,19019,Buchanan County,16
2016,IA,19019,Buchanan County,-151
2017,IA,19019,Buchanan County,-286
2018,IA,19019,Buchanan County,-172
2019,IA,19019,Buchanan County,68
2009,IN,18031,Decatur County,47
2010,IN,18031,Decatur County,-393
2011,IN,18031,Decatur County,-344
2012,IN,18031,Decatur County,-95
2013,IN,18031,Decatur County,24
2014,IN,18031,Decatur County,-342
2015,IN,18031,Decatur County,190
2016,IN,18031,Decatur County,-119
2017,IN,18031,Decatur County,-40
2018,IN,18031,Decatur County,-105
2019,IN,18031,Decatur County,-90
2009,TX,48429,Stephens County,211
2010,TX,48429,Stephens County,179
2011,TX,48429,Stephens County,97
2012,TX,48429,Stephens County,199
2013,TX,48429,Stephens County,387
2014,TX,48429,Stephens County,93
2015,TX,48429,Stephens County,390
2016,TX,48429,Stephens County,282
2017,TX,48429,Stephens County,265
2018,TX,48429,Stephens County,241
2019,TX,48429,Stephens County,325
2009,IA,19061,Dubuque County,-1304
2010,IA,19061,Dubuque County,-749
2011,IA,19061,Dubuque County,-841
2012,IA,19061,Dubuque County,-604
2013,IA,19061,Dubuque County,-602
2014,IA,19061,Dubuque County,547
2015,IA,19061,Dubuque County,366
2016,IA,19061,Dubuque County,680
2017,IA,19061,Dubuque County,1272
2018,IA,19061,Dubuque County,1659
2019,IA,19061,Dubuque County,1315
2009,FL,12003,Baker County,1154
2010,FL,12003,Baker County,964
2011,FL,12003,Baker County,623
2012,FL,12003,Baker County,598
2013,FL,12003,Baker County,687
2014,FL,12003,Baker County,814
2015,FL,12003,Baker County,415
2016,FL,12003,Baker County,454
2017,FL,12003,Baker County,773
2018,FL,12003,Baker County,1441
2019,FL,12003,Baker County,2012
2009,KY,21039,Carlisle County,-110
2010,KY,21039,Carlisle County,3
2011,KY,21039,Carlisle County,9
2012,KY,21039,Carlisle County,-54
2013,KY,21039,Carlisle County,6
2014,KY,21039,Carlisle County,-10
2015,KY,21039,Carlisle County,12
2016,KY,21039,Carlisle County,-146
2017,KY,21039,Carlisle County,-191
2018,KY,21039,Carlisle County,-107
2019,KY,21039,Carlisle County,-213
2009,MD,24047,Worcester County,-397
2010,MD,24047,Worcester County,-80
2011,MD,24047,Worcester County,-281
2012,MD,24047,Worcester County,-699
2013,MD,24047,Worcester County,-465
2014,MD,24047,Worcester County,-651
2015,MD,24047,Worcester County,-740
2016,MD,24047,Worcester County,-641
2017,MD,24047,Worcester County,-810
2018,MD,24047,Worcester County,-408
2019,MD,24047,Worcester County,549
2009,MN,27085,McLeod County,304
2010,MN,27085,McLeod County,158
2011,MN,27085,McLeod County,-335
2012,MN,27085,McLeod County,-687
2013,MN,27085,McLeod County,-783
2014,MN,27085,McLeod County,-984
2015,MN,27085,McLeod County,-665
2016,MN,27085,McLeod County,-862
2017,MN,27085,McLeod County,-907
2018,MN,27085,McLeod County,-489
2019,MN,27085,McLeod County,-419
2009,MN,27007,Beltrami County,573
2010,MN,27007,Beltrami County,580
2011,MN,27007,Beltrami County,502
2012,MN,27007,Beltrami County,484
2013,MN,27007,Beltrami County,481
2014,MN,27007,Beltrami County,398
2015,MN,27007,Beltrami County,225
2016,MN,27007,Beltrami County,562
2017,MN,27007,Beltrami County,649
2018,MN,27007,Beltrami County,994
2019,MN,27007,Beltrami County,1284
2009,AL,01117,Shelby County,4125
2010,AL,01117,Shelby County,4092
2011,AL,01117,Shelby County,1452
2012,AL,01117,Shelby County,740
2013,AL,01117,Shelby County,1104
2014,AL,01117,Shelby County,503
2015,AL,01117,Shelby County,1401
2016,AL,01117,Shelby County,1535
2017,AL,01117,Shelby County,1435
2018,AL,01117,Shelby County,1407
2019,AL,01117,Shelby County,2584
2009,MN,27061,Itasca County,318
2010,MN,27061,Itasca County,389
2011,MN,27061,Itasca County,239
2012,MN,27061,Itasca County,55
2013,MN,27061,Itasca County,-25
2014,MN,27061,Itasca County,521
2015,MN,27061,Itasca County,513
2016,MN,27061,Itasca County,319
2017,MN,27061,Itasca County,749
2018,MN,27061,Itasca County,441
2019,MN,27061,Itasca County,29
2009,GA,13153,Houston County,2185
2010,GA,13153,Houston County,3340
2011,GA,13153,Houston County,2776
2012,GA,13153,Houston County,1824
2013,GA,13153,Houston County,31
2014,GA,13153,Houston County,530
2015,GA,13153,Houston County,-729
2016,GA,13153,Houston County,-49
2017,GA,13153,Houston County,-208
2018,GA,13153,Houston County,964
2019,GA,13153,Houston County,766
2009,CA,06047,Merced County,-915
2010,CA,06047,Merced County,168
2011,CA,06047,Merced County,-766
2012,CA,06047,Merced County,-195
2013,CA,06047,Merced County,-396
2014,CA,06047,Merced County,384
2015,CA,06047,Merced County,1220
2016,CA,06047,Merced County,1215
2017,CA,06047,Merced County,2022
2018,CA,06047,Merced County,1195
2019,CA,06047,Merced County,1310
2009,WY,56035,Sublette County,-245
2010,WY,56035,Sublette County,99
2011,WY,56035,Sublette County,345
2012,WY,56035,Sublette County,-14
2013,WY,56035,Sublette County,232
2014,WY,56035,Sublette County,76
2015,WY,56035,Sublette County,360
2016,WY,56035,Sublette County,253
2017,WY,56035,Sublette County,217
2018,WY,56035,Sublette County,241
2019,WY,56035,Sublette County,370
2009,KS,20089,Jewell County,-18
2010,KS,20089,Jewell County,4
2011,KS,20089,Jewell County,-485
2012,KS,20089,Jewell County,-459
2013,KS,20089,Jewell County,-493
2014,KS,20089,Jewell County,-531
2015,KS,20089,Jewell County,-517
2016,KS,20089,Jewell County,4
2017,KS,20089,Jewell County,1
2018,KS,20089,Jewell County,25
2019,KS,20089,Jewell County,-47
2009,IL,17001,Adams County,-223
2010,IL,17001,Adams County,-545
2011,IL,17001,Adams County,-872
2012,IL,17001,Adams County,-695
2013,IL,17001,Adams County,-1167
2014,IL,17001,Adams County,-1292
2015,IL,17001,Adams County,-1767
2016,IL,17001,Adams County,-1989
2017,IL,17001,Adams County,-1837
2018,IL,17001,Adams County,-1499
2019,IL,17001,Adams County,-1274
2009,NC,37109,Lincoln County,-28
2010,NC,37109,Lincoln County,43
2011,NC,37109,Lincoln County,-51
2012,NC,37109,Lincoln County,-83
2013,NC,37109,Lincoln County,-1218
2014,NC,37109,Lincoln County,-1156
2015,NC,37109,Lincoln County,-772
2016,NC,37109,Lincoln County,-1145
2017,NC,37109,Lincoln County,-811
2018,NC,37109,Lincoln County,235
2019,NC,37109,Lincoln County,122
2009,MN,27003,Anoka County,385
2010,MN,27003,Anoka County,139
2011,MN,27003,Anoka County,-2182
2012,MN,27003,Anoka County,-2202
2013,MN,27003,Anoka County,-2762
2014,MN,27003,Anoka County,-638
2015,MN,27003,Anoka County,-2192
2016,MN,27003,Anoka County,-1255
2017,MN,27003,Anoka County,-2069
2018,MN,27003,Anoka County,-794
2019,MN,27003,Anoka County,-667
2009,KS,20001,Allen County,-328
2010,KS,20001,Allen County,90
2011,KS,20001,Allen County,-434
2012,KS,20001,Allen County,-1010
2013,KS,20001,Allen County,-1097
2014,KS,20001,Allen County,-563
2015,KS,20001,Allen County,-849
2016,KS,20001,Allen County,-671
2017,KS,20001,Allen County,-694
2018,KS,20001,Allen County,-679
2019,KS,20001,Allen County,-451
2009,TX,48265,Kerr County,1219
2010,TX,48265,Kerr County,1010
2011,TX,48265,Kerr County,678
2012,TX,48265,Kerr County,430
2013,TX,48265,Kerr County,831
2014,TX,48265,Kerr County,1233
2015,TX,48265,Kerr County,1439
2016,TX,48265,Kerr County,713
2017,TX,48265,Kerr County,715
2018,TX,48265,Kerr County,263
2019,TX,48265,Kerr County,-81
2009,CO,08014,Broomfield County,612
2010,CO,08014,Broomfield County,697
2011,CO,08014,Broomfield County,1049
2012,CO,08014,Broomfield County,1515
2013,CO,08014,Broomfield County,2822
2014,CO,08014,Broomfield County,2814
2015,CO,08014,Broomfield County,3666
2016,CO,08014,Broomfield County,3713
2017,CO,08014,Broomfield County,3799
2018,CO,08014,Broomfield County,2824
2019,CO,08014,Broomfield County,2610
2009,NY,36075,Oswego County,176
2010,NY,36075,Oswego County,670
2011,NY,36075,Oswego County,91
2012,NY,36075,Oswego County,249
2013,NY,36075,Oswego County,443
2014,NY,36075,Oswego County,526
2015,NY,36075,Oswego County,130
2016,NY,36075,Oswego County,272
2017,NY,36075,Oswego County,516
2018,NY,36075,Oswego County,895
2019,NY,36075,Oswego County,666
2009,GA,13015,Bartow County,-309
2010,GA,13015,Bartow County,252
2011,GA,13015,Bartow County,-1047
2012,GA,13015,Bartow County,-1538
2013,GA,13015,Bartow County,-1421
2014,GA,13015,Bartow County,-1025
2015,GA,13015,Bartow County,-785
2016,GA,13015,Bartow County,-728
2017,GA,13015,Bartow County,-166
2018,GA,13015,Bartow County,-13
2019,GA,13015,Bartow County,-367
2009,MO,29015,Benton County,-214
2010,MO,29015,Benton County,-427
2011,MO,29015,Benton County,-146
2012,MO,29015,Benton County,8
2013,MO,29015,Benton County,-6
2014,MO,29015,Benton County,-276
2015,MO,29015,Benton County,166
2016,MO,29015,Benton County,112
2017,MO,29015,Benton County,146
2018,MO,29015,Benton County,-172
2019,MO,29015,Benton County,-121
2009,PA,42105,Potter County,-223
2010,PA,42105,Potter County,-156
2011,PA,42105,Potter County,-145
2012,PA,42105,Potter County,-183
2013,PA,42105,Potter County,-63
2014,PA,42105,Potter County,-69
2015,PA,42105,Potter County,-175
2016,PA,42105,Potter County,-185
2017,PA,42105,Potter County,-132
2018,PA,42105,Potter County,-188
2019,PA,42105,Potter County,-416
2009,KY,21073,Franklin County,-174
2010,KY,21073,Franklin County,596
2011,KY,21073,Franklin County,915
2012,KY,21073,Franklin County,668
2013,KY,21073,Franklin County,1006
2014,KY,21073,Franklin County,1147
2015,KY,21073,Franklin County,1662
2016,KY,21073,Franklin County,1175
2017,KY,21073,Franklin County,1616
2018,KY,21073,Franklin County,1113
2019,KY,21073,Franklin County,245
2009,MD,24019,Dorchester County,-247
2010,MD,24019,Dorchester County,-501
2011,MD,24019,Dorchester County,-577
2012,MD,24019,Dorchester County,-408
2013,MD,24019,Dorchester County,-462
2014,MD,24019,Dorchester County,-463
2015,MD,24019,Dorchester County,-696
2016,MD,24019,Dorchester County,-531
2017,MD,24019,Dorchester County,-427
2018,MD,24019,Dorchester County,-430
2019,MD,24019,Dorchester County,-703
2009,MD,24043,Washington County,1062
2010,MD,24043,Washington County,604
2011,MD,24043,Washington County,-962
2012,MD,24043,Washington County,36
2013,MD,24043,Washington County,281
2014,MD,24043,Washington County,-430
2015,MD,24043,Washington County,143
2016,MD,24043,Washington County,446
2017,MD,24043,Washington County,-258
2018,MD,24043,Washington County,-437
2019,MD,24043,Washington County,699
2009,AZ,04023,Santa Cruz County,-326
2010,AZ,04023,Santa Cruz County,166
2011,AZ,04023,Santa Cruz County,-321
2012,AZ,04023,Santa Cruz County,-266
2013,AZ,04023,Santa Cruz County,-420
2014,AZ,04023,Santa Cruz County,-817
2015,AZ,04023,Santa Cruz County,-1429
2016,AZ,04023,Santa Cruz County,-1332
2017,AZ,04023,Santa Cruz County,-1344
2018,AZ,04023,Santa Cruz County,-843
2019,AZ,04023,Santa Cruz County,-248
2009,CO,08055,Huerfano County,471
2010,CO,08055,Huerfano County,230
2011,CO,08055,Huerfano County,475
2012,CO,08055,Huerfano County,317
2013,CO,08055,Huerfano County,415
2014,CO,08055,Huerfano County,-107
2015,CO,08055,Huerfano County,-108
2016,CO,08055,Huerfano County,-9
2017,CO,08055,Huerfano County,-6
2018,CO,08055,Huerfano County,-21
2019,CO,08055,Huerfano County,83
2009,GA,13157,Jackson County,1071
2010,GA,13157,Jackson County,319
2011,GA,13157,Jackson County,-1278
2012,GA,13157,Jackson County,-947
2013,GA,13157,Jackson County,-857
2014,GA,13157,Jackson County,-1304
2015,GA,13157,Jackson County,-1002
2016,GA,13157,Jackson County,-605
2017,GA,13157,Jackson County,-583
2018,GA,13157,Jackson County,-779
2019,GA,13157,Jackson County,441
2009,MO,29161,Phelps County,1609
2010,MO,29161,Phelps County,1139
2011,MO,29161,Phelps County,921
2012,MO,29161,Phelps County,900
2013,MO,29161,Phelps County,1299
2014,MO,29161,Phelps County,1796
2015,MO,29161,Phelps County,2221
2016,MO,29161,Phelps County,1516
2017,MO,29161,Phelps County,1715
2018,MO,29161,Phelps County,782
2019,MO,29161,Phelps County,443
2009,TX,48299,Llano County,-151
2010,TX,48299,Llano County,144
2011,TX,48299,Llano County,78
2012,TX,48299,Llano County,-86
2013,TX,48299,Llano County,-256
2014,TX,48299,Llano County,-574
2015,TX,48299,Llano County,-602
2016,TX,48299,Llano County,73
2017,TX,48299,Llano County,542
2018,TX,48299,Llano County,1010
2019,TX,48299,Llano County,1041
2009,NC,37049,Craven County,3987
2010,NC,37049,Craven County,3964
2011,NC,37049,Craven County,2613
2012,NC,37049,Craven County,2485
2013,NC,37049,Craven County,1106
2014,NC,37049,Craven County,1242
2015,NC,37049,Craven County,1403
2016,NC,37049,Craven County,201
2017,NC,37049,Craven County,-294
2018,NC,37049,Craven County,-196
2019,NC,37049,Craven County,-841
2009,GA,13223,Paulding County,1032
2010,GA,13223,Paulding County,1279
2011,GA,13223,Paulding County,-185
2012,GA,13223,Paulding County,-374
2013,GA,13223,Paulding County,-876
2014,GA,13223,Paulding County,625
2015,GA,13223,Paulding County,55
2016,GA,13223,Paulding County,58
2017,GA,13223,Paulding County,-179
2018,GA,13223,Paulding County,-313
2019,GA,13223,Paulding County,-549
2009,MI,26077,Kalamazoo County,5004
2010,MI,26077,Kalamazoo County,4215
2011,MI,26077,Kalamazoo County,4820
2012,MI,26077,Kalamazoo County,5157
2013,MI,26077,Kalamazoo County,4688
2014,MI,26077,Kalamazoo County,5396
2015,MI,26077,Kalamazoo County,4956
2016,MI,26077,Kalamazoo County,5824
2017,MI,26077,Kalamazoo County,5277
2018,MI,26077,Kalamazoo County,4112
2019,MI,26077,Kalamazoo County,3356
2009,GA,13077,Coweta County,2608
2010,GA,13077,Coweta County,1767
2011,GA,13077,Coweta County,1916
2012,GA,13077,Coweta County,1580
2013,GA,13077,Coweta County,1331
2014,GA,13077,Coweta County,1443
2015,GA,13077,Coweta County,2507
2016,GA,13077,Coweta County,516
2017,GA,13077,Coweta County,1343
2018,GA,13077,Coweta County,743
2019,GA,13077,Coweta County,204
2009,MO,29049,Clinton County,-384
2010,MO,29049,Clinton County,-288
2011,MO,29049,Clinton County,-1075
2012,MO,29049,Clinton County,-376
2013,MO,29049,Clinton County,-889
2014,MO,29049,Clinton County,-609
2015,MO,29049,Clinton County,-341
2016,MO,29049,Clinton County,-237
2017,MO,29049,Clinton County,-48
2018,MO,29049,Clinton County,334
2019,MO,29049,Clinton County,-127
2009,NC,37167,Stanly County,497
2010,NC,37167,Stanly County,685
2011,NC,37167,Stanly County,653
2012,NC,37167,Stanly County,802
2013,NC,37167,Stanly County,-53
2014,NC,37167,Stanly County,-227
2015,NC,37167,Stanly County,-505
2016,NC,37167,Stanly County,-593
2017,NC,37167,Stanly County,-162
2018,NC,37167,Stanly County,24
2019,NC,37167,Stanly County,488
2009,NC,37027,Caldwell County,682
2010,NC,37027,Caldwell County,167
2011,NC,37027,Caldwell County,-956
2012,NC,37027,Caldwell County,-62
2013,NC,37027,Caldwell County,-460
2014,NC,37027,Caldwell County,-1419
2015,NC,37027,Caldwell County,-1057
2016,NC,37027,Caldwell County,224
2017,NC,37027,Caldwell County,244
2018,NC,37027,Caldwell County,952
2019,NC,37027,Caldwell County,2202
2009,TN,47043,Dickson County,642
2010,TN,47043,Dickson County,279
2011,TN,47043,Dickson County,-237
2012,TN,47043,Dickson County,-374
2013,TN,47043,Dickson County,-379
2014,TN,47043,Dickson County,-813
2015,TN,47043,Dickson County,-618
2016,TN,47043,Dickson County,-91
2017,TN,47043,Dickson County,1069
2018,TN,47043,Dickson County,1166
2019,TN,47043,Dickson County,954
2009,WY,56039,Teton County,-581
2010,WY,56039,Teton County,-621
2011,WY,56039,Teton County,-1384
2012,WY,56039,Teton County,-1637
2013,WY,56039,Teton County,-1397
2014,WY,56039,Teton County,-1204
2015,WY,56039,Teton County,-774
2016,WY,56039,Teton County,-494
2017,WY,56039,Teton County,32
2018,WY,56039,Teton County,-55
2019,WY,56039,Teton County,295
2009,PA,42133,York County,4221
2010,PA,42133,York County,3846
2011,PA,42133,York County,2290
2012,PA,42133,York County,1882
2013,PA,42133,York County,1773
2014,PA,42133,York County,1512
2015,PA,42133,York County,1093
2016,PA,42133,York County,-233
2017,PA,42133,York County,93
2018,PA,42133,York County,-599
2019,PA,42133,York County,208
2009,AL,01079,Lawrence County,-748
2010,AL,01079,Lawrence County,-973
2011,AL,01079,Lawrence County,-936
2012,AL,01079,Lawrence County,-436
2013,AL,01079,Lawrence County,-343
2014,AL,01079,Lawrence County,52
2015,AL,01079,Lawrence County,378
2016,AL,01079,Lawrence County,-205
2017,AL,01079,Lawrence County,-130
2018,AL,01079,Lawrence County,32
2019,AL,01079,Lawrence County,337
2009,MS,28141,Tishomingo County,-79
2010,MS,28141,Tishomingo County,-681
2011,MS,28141,Tishomingo County,-368
2012,MS,28141,Tishomingo County,-108
2013,MS,28141,Tishomingo County,-492
2014,MS,28141,Tishomingo County,-317
2015,MS,28141,Tishomingo County,-351
2016,MS,28141,Tishomingo County,-539
2017,MS,28141,Tishomingo County,-848
2018,MS,28141,Tishomingo County,-467
2019,MS,28141,Tishomingo County,-677
2009,WV,54005,Boone County,-174
2010,WV,54005,Boone County,-41
2011,WV,54005,Boone County,120
2012,WV,54005,Boone County,149
2013,WV,54005,Boone County,298
2014,WV,54005,Boone County,377
2015,WV,54005,Boone County,434
2016,WV,54005,Boone County,214
2017,WV,54005,Boone County,124
2018,WV,54005,Boone County,-62
2019,WV,54005,Boone County,-307
2009,MS,28121,Rankin County,3645
2010,MS,28121,Rankin County,2707
2011,MS,28121,Rankin County,1423
2012,MS,28121,Rankin County,734
2013,MS,28121,Rankin County,-239
2014,MS,28121,Rankin County,1036
2015,MS,28121,Rankin County,1209
2016,MS,28121,Rankin County,1472
2017,MS,28121,Rankin County,1663
2018,MS,28121,Rankin County,1776
2019,MS,28121,Rankin County,1953
2009,GA,13237,Putnam County,263
2010,GA,13237,Putnam County,86
2011,GA,13237,Putnam County,455
2012,GA,13237,Putnam County,154
2013,GA,13237,Putnam County,-126
2014,GA,13237,Putnam County,286
2015,GA,13237,Putnam County,246
2016,GA,13237,Putnam County,164
2017,GA,13237,Putnam County,204
2018,GA,13237,Putnam County,47
2019,GA,13237,Putnam County,-9
2009,GA,13315,Wilcox County,382
2010,GA,13315,Wilcox County,251
2011,GA,13315,Wilcox County,499
2012,GA,13315,Wilcox County,475
2013,GA,13315,Wilcox County,504
2014,GA,13315,Wilcox County,531
2015,GA,13315,Wilcox County,225
2016,GA,13315,Wilcox County,208
2017,GA,13315,Wilcox County,-146
2018,GA,13315,Wilcox County,-286
2019,GA,13315,Wilcox County,-352
2009,GA,13235,Pulaski County,-82
2010,GA,13235,Pulaski County,73
2011,GA,13235,Pulaski County,-139
2012,GA,13235,Pulaski County,-188
2013,GA,13235,Pulaski County,-463
2014,GA,13235,Pulaski County,-352
2015,GA,13235,Pulaski County,-56
2016,GA,13235,Pulaski County,-169
2017,GA,13235,Pulaski County,138
2018,GA,13235,Pulaski County,205
2019,GA,13235,Pulaski County,382
2009,PA,42131,Wyoming County,-362
2010,PA,42131,Wyoming County,-224
2011,PA,42131,Wyoming County,-349
2012,PA,42131,Wyoming County,-287
2013,PA,42131,Wyoming County,-182
2014,PA,42131,Wyoming County,-7
2015,PA,42131,Wyoming County,-106
2016,PA,42131,Wyoming County,-14
2017,PA,42131,Wyoming County,-19
2018,PA,42131,Wyoming County,40
2019,PA,42131,Wyoming County,-503
2009,TX,48259,Kendall County,1013
2010,TX,48259,Kendall County,515
2011,TX,48259,Kendall County,666
2012,TX,48259,Kendall County,320
2013,TX,48259,Kendall County,44
2014,TX,48259,Kendall County,550
2015,TX,48259,Kendall County,528
2016,TX,48259,Kendall County,931
2017,TX,48259,Kendall County,2061
2018,TX,48259,Kendall County,2103
2019,TX,48259,Kendall County,1374
2009,VA,51083,Halifax County,18
2010,VA,51083,Halifax County,-254
2011,VA,51083,Halifax County,-132
2012,VA,51083,Halifax County,-351
2013,VA,51083,Halifax County,-243
2014,VA,51083,Halifax County,-86
2015,VA,51083,Halifax County,-14
2016,VA,51083,Halifax County,-116
2017,VA,51083,Halifax County,218
2018,VA,51083,Halifax County,99
2019,VA,51083,Halifax County,63
2009,CO,08071,Las Animas County,-183
2010,CO,08071,Las Animas County,165
2011,CO,08071,Las Animas County,-94
2012,CO,08071,Las Animas County,-302
2013,CO,08071,Las Animas County,-149
2014,CO,08071,Las Animas County,-243
2015,CO,08071,Las Animas County,-314
2016,CO,08071,Las Animas County,-205
2017,CO,08071,Las Animas County,-90
2018,CO,08071,Las Animas County,260
2019,CO,08071,Las Animas County,414
2009,GA,13129,Gordon County,-455
2010,GA,13129,Gordon County,-873
2011,GA,13129,Gordon County,-1451
2012,GA,13129,Gordon County,-1358
2013,GA,13129,Gordon County,29
2014,GA,13129,Gordon County,466
2015,GA,13129,Gordon County,460
2016,GA,13129,Gordon County,338
2017,GA,13129,Gordon County,494
2018,GA,13129,Gordon County,83
2019,GA,13129,Gordon County,-742
2009,KS,20107,Linn County,-517
2010,KS,20107,Linn County,-516
2011,KS,20107,Linn County,-350
2012,KS,20107,Linn County,-441
2013,KS,20107,Linn County,-523
2014,KS,20107,Linn County,-555
2015,KS,20107,Linn County,-103
2016,KS,20107,Linn County,43
2017,KS,20107,Linn County,59
2018,KS,20107,Linn County,-21
2019,KS,20107,Linn County,130
2009,GA,13209,Montgomery County,195
2010,GA,13209,Montgomery County,-105
2011,GA,13209,Montgomery County,-71
2012,GA,13209,Montgomery County,-96
2013,GA,13209,Montgomery County,171
2014,GA,13209,Montgomery County,167
2015,GA,13209,Montgomery County,209
2016,GA,13209,Montgomery County,454
2017,GA,13209,Montgomery County,-5
2018,GA,13209,Montgomery County,-131
2019,GA,13209,Montgomery County,-120
2009,GA,13227,Pickens County,-211
2010,GA,13227,Pickens County,178
2011,GA,13227,Pickens County,-371
2012,GA,13227,Pickens County,-731
2013,GA,13227,Pickens County,-391
2014,GA,13227,Pickens County,-970
2015,GA,13227,Pickens County,-824
2016,GA,13227,Pickens County,21
2017,GA,13227,Pickens County,-311
2018,GA,13227,Pickens County,-577
2019,GA,13227,Pickens County,359
2009,GA,13033,Burke County,45
2010,GA,13033,Burke County,-166
2011,GA,13033,Burke County,-542
2012,GA,13033,Burke County,-374
2013,GA,13033,Burke County,-574
2014,GA,13033,Burke County,-1097
2015,GA,13033,Burke County,-658
2016,GA,13033,Burke County,-359
2017,GA,13033,Burke County,-337
2018,GA,13033,Burke County,-220
2019,GA,13033,Burke County,-518
2009,AL,01035,Conecuh County,-541
2010,AL,01035,Conecuh County,-413
2011,AL,01035,Conecuh County,-450
2012,AL,01035,Conecuh County,-484
2013,AL,01035,Conecuh County,-719
2014,AL,01035,Conecuh County,-607
2015,AL,01035,Conecuh County,-578
