YEAR,STABBR,COUNTYCD,county_name,net_mig
2017,MD,24033,Prince George's County,1938
2018,MD,24033,Prince George's County,1024
2019,MD,24033,Prince George's County,-722
2009,SC,45015,Berkeley County,5097
2010,SC,45015,Berkeley County,4492
2011,SC,45015,Berkeley County,3376
2012,SC,45015,Berkeley County,2793
2013,SC,45015,Berkeley County,3797
2014,SC,45015,Berkeley County,3890
2015,SC,45015,Berkeley County,2748
2016,SC,45015,Berkeley County,3197
2017,SC,45015,Berkeley County,3475
2018,SC,45015,Berkeley County,3229
2019,SC,45015,Berkeley County,5057
2009,KY,21059,Daviess County,1200
2010,KY,21059,Daviess County,979
2011,KY,21059,Daviess County,-42
2012,KY,21059,Daviess County,-103
2013,KY,21059,Daviess County,-801
2014,KY,21059,Daviess County,-1535
2015,KY,21059,Daviess County,-1247
2016,KY,21059,Daviess County,-754
2017,KY,21059,Daviess County,-1073
2018,KY,21059,Daviess County,-1165
2019,KY,21059,Daviess County,-599
2009,OH,39113,Montgomery County,-5698
2010,OH,39113,Montgomery County,-3053
2011,OH,39113,Montgomery County,1849
2012,OH,39113,Montgomery County,2910
2013,OH,39113,Montgomery County,2349
2014,OH,39113,Montgomery County,1932
2015,OH,39113,Montgomery County,2795
2016,OH,39113,Montgomery County,-77
2017,OH,39113,Montgomery County,-1054
2018,OH,39113,Montgomery County,-554
2019,OH,39113,Montgomery County,-289
2009,ME,23007,Franklin County,308
2010,ME,23007,Franklin County,55
2011,ME,23007,Franklin County,-34
2012,ME,23007,Franklin County,-28
2013,ME,23007,Franklin County,-199
2014,ME,23007,Franklin County,-198
2015,ME,23007,Franklin County,-246
2016,ME,23007,Franklin County,22
2017,ME,23007,Franklin County,45
2018,ME,23007,Franklin County,357
2019,ME,23007,Franklin County,-119
2009,MT,30013,Cascade County,931
2010,MT,30013,Cascade County,1098
2011,MT,30013,Cascade County,-552
2012,MT,30013,Cascade County,-450
2013,MT,30013,Cascade County,-489
2014,MT,30013,Cascade County,-940
2015,MT,30013,Cascade County,-1477
2016,MT,30013,Cascade County,-641
2017,MT,30013,Cascade County,-386
2018,MT,30013,Cascade County,-244
2019,MT,30013,Cascade County,277
2009,CA,06061,Placer County,6038
2010,CA,06061,Placer County,4890
2011,CA,06061,Placer County,3488
2012,CA,06061,Placer County,1934
2013,CA,06061,Placer County,1322
2014,CA,06061,Placer County,-1990
2015,CA,06061,Placer County,-2212
2016,CA,06061,Placer County,-527
2017,CA,06061,Placer County,438
2018,CA,06061,Placer County,1915
2019,CA,06061,Placer County,4698
2009,TX,48041,Brazos County,10907
2010,TX,48041,Brazos County,12649
2011,TX,48041,Brazos County,11046
2012,TX,48041,Brazos County,9641
2013,TX,48041,Brazos County,8918
2014,TX,48041,Brazos County,7894
2015,TX,48041,Brazos County,10591
2016,TX,48041,Brazos County,9089
2017,TX,48041,Brazos County,8431
2018,TX,48041,Brazos County,7726
2019,TX,48041,Brazos County,7104
2009,IN,18115,Ohio County,106
2010,IN,18115,Ohio County,95
2011,IN,18115,Ohio County,-139
2012,IN,18115,Ohio County,57
2013,IN,18115,Ohio County,-20
2014,IN,18115,Ohio County,-225
2015,IN,18115,Ohio County,-157
2016,IN,18115,Ohio County,-36
2017,IN,18115,Ohio County,-92
2018,IN,18115,Ohio County,-51
2019,IN,18115,Ohio County,54
2009,IA,19057,Des Moines County,-493
2010,IA,19057,Des Moines County,-116
2011,IA,19057,Des Moines County,160
2012,IA,19057,Des Moines County,91
2013,IA,19057,Des Moines County,-47
2014,IA,19057,Des Moines County,-219
2015,IA,19057,Des Moines County,-401
2016,IA,19057,Des Moines County,-273
2017,IA,19057,Des Moines County,391
2018,IA,19057,Des Moines County,489
2019,IA,19057,Des Moines County,377
2009,WY,56001,Albany County,243
2010,WY,56001,Albany County,798
2011,WY,56001,Albany County,1024
2012,WY,56001,Albany County,1545
2013,WY,56001,Albany County,1580
2014,WY,56001,Albany County,708
2015,WY,56001,Albany County,733
2016,WY,56001,Albany County,-88
2017,WY,56001,Albany County,-1158
2018,WY,56001,Albany County,-839
2019,WY,56001,Albany County,-358
2009,WY,56025,Natrona County,619
2010,WY,56025,Natrona County,223
2011,WY,56025,Natrona County,297
2012,WY,56025,Natrona County,-6
2013,WY,56025,Natrona County,-214
2014,WY,56025,Natrona County,-243
2015,WY,56025,Natrona County,-185
2016,WY,56025,Natrona County,287
2017,WY,56025,Natrona County,-548
2018,WY,56025,Natrona County,-438
2019,WY,56025,Natrona County,-596
2009,MT,30093,Silver Bow County,77
2010,MT,30093,Silver Bow County,219
2011,MT,30093,Silver Bow County,311
2012,MT,30093,Silver Bow County,356
2013,MT,30093,Silver Bow County,652
2014,MT,30093,Silver Bow County,31
2015,MT,30093,Silver Bow County,303
2016,MT,30093,Silver Bow County,430
2017,MT,30093,Silver Bow County,725
2018,MT,30093,Silver Bow County,251
2019,MT,30093,Silver Bow County,701
2009,AZ,04001,Apache County,-1076
2010,AZ,04001,Apache County,-1133
2011,AZ,04001,Apache County,-1042
2012,AZ,04001,Apache County,-735
2013,AZ,04001,Apache County,-1804
2014,AZ,04001,Apache County,-1903
2015,AZ,04001,Apache County,-2026
2016,AZ,04001,Apache County,-2620
2017,AZ,04001,Apache County,-2995
2018,AZ,04001,Apache County,-2415
2019,AZ,04001,Apache County,-3314
2009,CA,06089,Shasta County,-216
2010,CA,06089,Shasta County,-255
2011,CA,06089,Shasta County,263
2012,CA,06089,Shasta County,201
2013,CA,06089,Shasta County,-40
2014,CA,06089,Shasta County,1331
2015,CA,06089,Shasta County,1149
2016,CA,06089,Shasta County,-174
2017,CA,06089,Shasta County,-472
2018,CA,06089,Shasta County,-51
2019,CA,06089,Shasta County,-1303
2009,TN,47189,Wilson County,651
2010,TN,47189,Wilson County,400
2011,TN,47189,Wilson County,572
2012,TN,47189,Wilson County,-10
2013,TN,47189,Wilson County,906
2014,TN,47189,Wilson County,1739
2015,TN,47189,Wilson County,1599
2016,TN,47189,Wilson County,1661
2017,TN,47189,Wilson County,1714
2018,TN,47189,Wilson County,1158
2019,TN,47189,Wilson County,1448
2009,TX,48307,McCulloch County,67
2010,TX,48307,McCulloch County,122
2011,TX,48307,McCulloch County,-36
2012,TX,48307,McCulloch County,-64
2013,TX,48307,McCulloch County,-40
2014,TX,48307,McCulloch County,65
2015,TX,48307,McCulloch County,186
2016,TX,48307,McCulloch County,8
2017,TX,48307,McCulloch County,-246
2018,TX,48307,McCulloch County,-494
2019,TX,48307,McCulloch County,-771
2009,NC,37023,Burke County,123
2010,NC,37023,Burke County,-22
2011,NC,37023,Burke County,-156
2012,NC,37023,Burke County,-38
2013,NC,37023,Burke County,4
2014,NC,37023,Burke County,28
2015,NC,37023,Burke County,374
2016,NC,37023,Burke County,-122
2017,NC,37023,Burke County,-150
2018,NC,37023,Burke County,314
2019,NC,37023,Burke County,-18
2009,MO,29183,St. Charles County,3911
2010,MO,29183,St. Charles County,2735
2011,MO,29183,St. Charles County,986
2012,MO,29183,St. Charles County,64
2013,MO,29183,St. Charles County,521
2014,MO,29183,St. Charles County,285
2015,MO,29183,St. Charles County,384
2016,MO,29183,St. Charles County,-371
2017,MO,29183,St. Charles County,-6
2018,MO,29183,St. Charles County,-535
2019,MO,29183,St. Charles County,-1384
2009,FL,12117,Seminole County,3391
2010,FL,12117,Seminole County,2567
2011,FL,12117,Seminole County,-2330
2012,FL,12117,Seminole County,-1991
2013,FL,12117,Seminole County,-1355
2014,FL,12117,Seminole County,524
2015,FL,12117,Seminole County,3112
2016,FL,12117,Seminole County,4832
2017,FL,12117,Seminole County,2422
2018,FL,12117,Seminole County,4052
2019,FL,12117,Seminole County,3755
2009,IA,19095,Iowa County,21
2010,IA,19095,Iowa County,314
2011,IA,19095,Iowa County,183
2012,IA,19095,Iowa County,365
2013,IA,19095,Iowa County,373
2014,IA,19095,Iowa County,513
2015,IA,19095,Iowa County,321
2016,IA,19095,Iowa County,310
2017,IA,19095,Iowa County,59
2018,IA,19095,Iowa County,-20
2019,IA,19095,Iowa County,20
2009,ID,16019,Bonneville County,1917
2010,ID,16019,Bonneville County,2111
2011,ID,16019,Bonneville County,1118
2012,ID,16019,Bonneville County,-237
2013,ID,16019,Bonneville County,-955
2014,ID,16019,Bonneville County,-652
2015,ID,16019,Bonneville County,223
2016,ID,16019,Bonneville County,-155
2017,ID,16019,Bonneville County,869
2018,ID,16019,Bonneville County,1839
2019,ID,16019,Bonneville County,1791
2009,VA,51540,Charlottesville city,3918
2010,VA,51540,Charlottesville city,4269
2011,VA,51540,Charlottesville city,2156
2012,VA,51540,Charlottesville city,868
2013,VA,51540,Charlottesville city,848
2014,VA,51540,Charlottesville city,883
2015,VA,51540,Charlottesville city,1166
2016,VA,51540,Charlottesville city,-393
2017,VA,51540,Charlottesville city,-277
2018,VA,51540,Charlottesville city,-73
2019,VA,51540,Charlottesville city,-771
2009,FL,12017,Citrus County,2388
2010,FL,12017,Citrus County,1208
2011,FL,12017,Citrus County,202
2012,FL,12017,Citrus County,-524
2013,FL,12017,Citrus County,-491
2014,FL,12017,Citrus County,-1895
2015,FL,12017,Citrus County,-1002
2016,FL,12017,Citrus County,276
2017,FL,12017,Citrus County,1562
2018,FL,12017,Citrus County,1559
2019,FL,12017,Citrus County,3284
2009,OH,39153,Summit County,-4228
2010,OH,39153,Summit County,-5573
2011,OH,39153,Summit County,-6883
2012,OH,39153,Summit County,-5706
2013,OH,39153,Summit County,-5916
2014,OH,39153,Summit County,-5117
2015,OH,39153,Summit County,-4239
2016,OH,39153,Summit County,-4484
2017,OH,39153,Summit County,-3935
2018,OH,39153,Summit County,-3714
2019,OH,39153,Summit County,-4311
2009,WA,53073,Whatcom County,3417
2010,WA,53073,Whatcom County,4327
2011,WA,53073,Whatcom County,1307
2012,WA,53073,Whatcom County,1360
2013,WA,53073,Whatcom County,-29
2014,WA,53073,Whatcom County,443
2015,WA,53073,Whatcom County,532
2016,WA,53073,Whatcom County,1413
2017,WA,53073,Whatcom County,1975
2018,WA,53073,Whatcom County,4484
2019,WA,53073,Whatcom County,4780
2009,ID,16005,Bannock County,971
2010,ID,16005,Bannock County,928
2011,ID,16005,Bannock County,1719
2012,ID,16005,Bannock County,1319
2013,ID,16005,Bannock County,109
2014,ID,16005,Bannock County,-294
2015,ID,16005,Bannock County,-63
2016,ID,16005,Bannock County,-95
2017,ID,16005,Bannock County,-565
2018,ID,16005,Bannock County,-56
2019,ID,16005,Bannock County,1030
2009,VA,51013,Arlington County,2714
2010,VA,51013,Arlington County,2960
2011,VA,51013,Arlington County,23
2012,VA,51013,Arlington County,1163
2013,VA,51013,Arlington County,-139
2014,VA,51013,Arlington County,-61
2015,VA,51013,Arlington County,-665
2016,VA,51013,Arlington County,-2508
2017,VA,51013,Arlington County,-4386
2018,VA,51013,Arlington County,-4020
2019,VA,51013,Arlington County,-4513
2009,OH,39003,Allen County,296
2010,OH,39003,Allen County,-184
2011,OH,39003,Allen County,-437
2012,OH,39003,Allen County,145
2013,OH,39003,Allen County,-242
2014,OH,39003,Allen County,185
2015,OH,39003,Allen County,912
2016,OH,39003,Allen County,1044
2017,OH,39003,Allen County,52
2018,OH,39003,Allen County,385
2019,OH,39003,Allen County,-349
2009,IN,18059,Hancock County,-576
2010,IN,18059,Hancock County,-52
2011,IN,18059,Hancock County,81
2012,IN,18059,Hancock County,-17
2013,IN,18059,Hancock County,-286
2014,IN,18059,Hancock County,-3
2015,IN,18059,Hancock County,-282
2016,IN,18059,Hancock County,-595
2017,IN,18059,Hancock County,-624
